flow_start,flow_end,src_ip,src_port,dst_ip,dst_port,protocol,orig_bytes,resp_bytes,orig_pkts,resp_pkts,duration,subnet,qos_class,qos_delay_ms,ttl
1736121607.319282,1736121618.885981,10.0.1.161,43615,69.89.207.199,123,udp,667,1334,7,11,11.566699,Trading,BE,0.33,127
1736121608.036578,1736121609.260520,10.0.1.223,57792,163.123.153.14,123,udp,192,384,4,6,1.223942,Trading,BE,0.33,127
1736121609.956857,1736121632.854810,10.0.2.122,60319,224.0.0.251,5353,udp,787,2361,4,9,22.897952,Corporate,BE,0.33,127
1736121610.509075,1736121615.622542,10.0.1.67,13687,172.233.155.39,123,udp,272,544,5,8,5.113467,Trading,BE,0.33,127
1736121609.425757,1736121612.768361,10.0.4.162,1209,44.208.255.131,443,tcp,35481,106443,20,48,3.342604,Security_Cameras,BE,1000.0,254
1736121610.351358,1736121611.751371,10.0.4.46,11848,100.50.0.164,443,tcp,1660,4980,12,28,1.400013,Security_Cameras,BE,0.33,254
1736121610.386217,1736121612.098262,10.0.3.121,11549,224.0.0.251,5353,udp,595,1785,4,9,1.712045,Visitors,BE,0.33,63
1736121610.088102,1736121611.631603,10.0.2.233,37134,70.106.232.3,443,tcp,876,2628,7,16,1.543501,Corporate,BE,0.33,127
1736121611.322389,1736121612.888207,10.0.2.164,1401,3.171.85.106,443,tcp,319,957,12,28,1.565818,Corporate,BE,0.33,127
1736121611.766075,1736121615.416795,10.0.4.93,31710,44.208.255.131,443,tcp,980,2940,22,52,3.650720,Security_Cameras,BE,0.33,254
1736121611.283468,1736121616.236359,10.0.3.220,63214,70.106.232.3,443,tcp,1622,4866,15,36,4.952890,Visitors,BE,0.33,63
1736121610.909481,1736121612.241477,10.0.1.45,28995,45.33.53.84,123,udp,47,141,1,2,1.331996,Trading,BE,0.33,127
1736121610.922131,1736121626.231001,10.0.1.161,8670,163.123.153.14,123,udp,6433,12866,2,3,15.308870,Trading,BE,0.33,127
1736121611.467879,1736121615.574598,10.0.1.137,39228,163.123.153.14,123,udp,369,738,7,11,4.106719,Trading,BE,0.33,127
1736121612.051947,1736121627.412194,10.0.3.174,65382,70.106.232.3,443,tcp,1663,4989,12,28,15.360247,Visitors,BE,0.33,63
1736121611.456806,1736121616.411281,10.0.2.164,19812,147.81.176.236,443,tcp,1333,3999,72,172,4.954475,Corporate,BE,0.33,127
1736121612.843072,1736121615.691771,10.0.2.235,29550,70.106.232.3,443,tcp,9845,29535,11,26,2.848699,Corporate,BE,0.33,127
1736121611.669440,1736121627.434145,10.0.1.177,39592,129.146.193.200,123,udp,47,141,1,2,15.764705,Trading,BE,0.33,127
1736121611.977689,1736121617.975302,10.0.1.67,39088,45.33.53.84,123,udp,47,141,1,2,5.997613,Trading,BE,0.33,127
1736121612.926185,1736121619.619017,10.0.4.176,23378,44.211.213.240,9503,udp,13219,39657,5,12,6.692831,Security_Cameras,BE,0.43,254
1736121612.189032,1736121614.967519,10.0.1.87,2402,239.254.127.63,48000,udp,244,732,3,7,2.778487,Trading,BE,0.33,127
1736121613.176947,1736121624.072052,10.0.3.216,16022,17.248.228.27,443,tcp,6821,20463,1,2,10.895106,Visitors,BE,0.33,63
1736121614.531015,1736121617.218057,10.0.1.67,46765,239.254.127.63,48000,udp,170,510,2,4,2.687042,Trading,BE,0.33,127
1736121614.571091,1736121616.398800,10.0.2.107,51115,17.253.20.45,123,udp,61,183,1,2,1.827708,Corporate,BE,0.33,127
1736121614.128105,1736121627.440376,10.0.4.102,22032,224.0.0.251,5353,udp,596,1788,8,19,13.312271,Security_Cameras,BE,0.33,254
1736121613.455309,1736121615.036342,10.0.3.191,46464,146.75.31.6,443,udp,6644,19932,1,2,1.581033,Visitors,BE,0.33,63
1736121614.192349,1736121616.022674,10.0.3.45,1425,17.248.228.27,443,udp,810,2430,93,223,1.830324,Visitors,BE,0.33,63
1736121614.446615,1736121615.929843,10.0.3.107,17220,224.0.0.251,5353,udp,756,2268,4,9,1.483229,Visitors,BE,0.33,63
1736121614.784905,1736121618.032637,10.0.1.221,22057,45.33.53.84,123,udp,47,141,1,2,3.247733,Trading,BE,0.33,127
1736121616.434955,1736121630.852852,10.0.2.36,56745,146.75.31.6,443,udp,2311,6933,8,19,14.417897,Corporate,BE,0.33,127
1736121615.973363,1736121620.256191,10.0.1.233,25728,163.123.153.14,123,udp,1846,3692,2,3,4.282827,Trading,BE,0.33,127
1736121617.118294,1736121632.214576,10.0.4.187,5822,52.217.134.232,443,tcp,86846,260538,184,441,15.096282,Security_Cameras,BE,1000.0,254
1736121616.608481,1736121623.921118,10.0.3.232,6446,3.171.100.124,443,tcp,51943,155829,16,38,7.312637,Visitors,BE,1000.0,63
1736121616.332216,1736121618.620151,10.0.3.216,53025,224.0.0.251,5353,udp,1737,5211,7,16,2.287935,Visitors,BE,0.33,63
1736121616.734652,1736121618.188801,10.0.1.132,65066,23.186.168.130,123,udp,268,536,26,41,1.454149,Trading,BE,0.33,127
1736121618.143078,1736121626.082180,10.0.4.88,62965,52.2.3.61,443,tcp,1173,3519,10,24,7.939102,Security_Cameras,BE,0.33,254
1736121616.630591,1736121626.108762,10.0.3.192,61355,224.0.0.251,5353,udp,1928,5784,3,7,9.478171,Visitors,BE,0.33,63
1736121618.086738,1736121620.376708,10.0.2.38,52719,146.75.31.6,443,udp,569,1707,3,7,2.289970,Corporate,BE,0.33,127
1736121620.982291,1736121671.669577,10.0.3.220,60253,239.255.255.250,1900,udp,1933,5799,7,16,50.687287,Visitors,BE,0.33,63
1736121617.317047,1736121621.714349,10.0.1.227,40900,216.250.115.174,123,udp,1833,3666,3,4,4.397302,Trading,BE,0.33,127
1736121617.579837,1736121632.131373,10.0.1.137,47331,23.186.168.130,123,udp,1244,2488,1,1,14.551536,Trading,BE,0.33,127
1736121619.674829,1736121627.291426,10.0.1.132,36275,23.186.168.132,123,udp,47,141,1,2,7.616597,Trading,BE,0.33,127
1736121619.405985,1736121622.824071,10.0.2.169,12014,146.75.31.6,443,udp,2889,8667,2,4,3.418087,Corporate,BE,0.33,127
1736121619.616713,1736121627.182877,10.0.4.131,7158,52.2.3.61,443,tcp,1181,3543,16,38,7.566164,Security_Cameras,BE,0.33,254
1736121620.684520,1736121625.234247,10.0.2.10,33152,147.81.172.199,30081,tcp,466,1398,11,26,4.549728,Corporate,BE,0.33,127
1736121619.657846,1736121661.118780,10.0.4.48,31456,100.50.0.164,443,tcp,1015,3045,5,12,41.460935,Security_Cameras,BE,0.33,254
1736121620.460246,1736121623.864057,10.0.4.107,33206,32.194.78.238,443,tcp,1699,5097,27,64,3.403811,Security_Cameras,BE,0.33,254
1736121620.648352,1736121624.621245,10.0.1.221,53299,45.33.53.84,123,udp,47,141,1,2,3.972893,Trading,BE,0.33,127
1736121621.497537,1736121624.535537,10.0.4.187,19130,224.0.0.251,5353,udp,357,1071,2,4,3.038000,Security_Cameras,BE,0.33,254
1736121621.614034,1736121629.975682,10.0.1.182,32349,129.146.193.200,123,udp,47,141,1,2,8.361648,Trading,BE,0.33,127
1736121620.722929,1736121636.557067,10.0.2.99,55062,52.86.162.167,443,tcp,2803,8409,20,48,15.834137,Corporate,BE,0.33,127
1736121620.901537,1736121623.039569,10.0.2.78,12511,34.110.159.9,443,udp,1180,3540,11,26,2.138031,Corporate,BE,0.33,127
1736121620.930721,1736121629.262954,10.0.2.235,42409,146.75.31.6,443,udp,1883,5649,1,2,8.332233,Corporate,BE,0.33,127
1736121621.005643,1736121630.171113,10.0.2.217,27100,224.0.0.251,5353,udp,1467,4401,1,2,9.165470,Corporate,BE,0.33,127
1736121622.004306,1736121629.284800,10.0.3.156,7939,224.0.0.251,5353,udp,303,909,2,4,7.280494,Visitors,BE,0.33,63
1736121622.763149,1736121630.066776,10.0.2.93,1294,224.0.0.251,5353,udp,6618,19854,4,9,7.303626,Corporate,BE,0.33,127
1736121622.782563,1736121626.569830,10.0.4.21,25919,98.91.126.53,443,tcp,22296,66888,31,74,3.787267,Security_Cameras,BE,2.89,254
1736121625.059560,1736121630.388956,10.0.1.46,54087,45.33.53.84,123,udp,47,141,1,2,5.329396,Trading,BE,0.33,127
1736121628.018837,1736121631.023787,10.0.3.58,61733,146.75.31.6,443,udp,5997,17991,9,21,3.004950,Visitors,BE,0.33,63
1736121623.777389,1736121634.677495,10.0.2.130,43729,32.184.80.170,443,tcp,85,170,7,11,10.900106,Corporate,BE,0.33,127
1736121623.032386,1736121628.462920,10.0.4.193,40945,54.147.255.253,443,tcp,3376,10128,52,124,5.430533,Security_Cameras,BE,0.33,254
1736121625.131660,1736121625.821290,10.0.2.222,10601,224.0.0.251,5353,udp,1197,3591,4,9,0.689629,Corporate,BE,0.33,127
1736121624.439239,1736121630.081219,10.0.4.203,8326,52.23.5.204,443,tcp,78244,234732,87,208,5.641981,Security_Cameras,BE,1000.0,254
1736121626.363724,1736121629.845208,10.0.4.39,3178,32.194.78.238,443,tcp,7945,23835,14,33,3.481485,Security_Cameras,BE,1000.0,254
1736121626.582496,1736121629.323173,10.0.1.145,55362,45.33.53.84,123,udp,47,141,1,2,2.740677,Trading,BE,0.33,127
1736121626.200198,1736121634.047676,10.0.2.144,59585,172.253.63.108,993,tcp,241,482,3,4,7.847478,Corporate,BE,0.33,127
1736121626.745339,1736121637.850965,10.0.4.38,42570,224.0.0.251,5353,udp,511,1533,4,9,11.105626,Security_Cameras,BE,0.33,254
1736121628.986696,1736121632.147472,10.0.2.78,27874,52.86.162.167,443,tcp,531,1593,10,24,3.160776,Corporate,BE,0.33,127
1736121629.185796,1736121630.074925,10.0.1.96,10029,239.254.127.63,48000,udp,248,744,2,4,0.889129,Trading,BE,0.33,127
1736121629.915348,1736121641.595488,10.0.4.105,51754,34.204.218.249,443,tcp,1439,4317,10,24,11.680141,Security_Cameras,BE,0.33,254
1736121628.402246,1736121639.726977,10.0.3.191,11424,224.0.0.251,5353,udp,1995,5985,6,14,11.324732,Visitors,BE,0.33,63
1736121628.671882,1736121639.763514,10.0.3.70,38860,3.171.85.84,443,tcp,6611,19833,3,7,11.091631,Visitors,BE,0.33,63
1736121629.191363,1736121640.860048,10.0.3.135,45723,224.0.0.251,5353,udp,1225,3675,3,7,11.668684,Visitors,BE,0.33,63
1736121631.263843,1736121634.261911,10.0.2.163,51082,70.106.232.3,443,tcp,1364,4092,18,43,2.998068,Corporate,BE,0.33,127
1736121629.932280,1736121638.130578,10.0.1.88,62547,23.186.168.132,123,udp,47,141,1,2,8.198298,Trading,BE,0.33,127
1736121630.760254,1736121635.434298,10.0.3.220,28439,224.0.0.251,5353,udp,1120,3360,12,28,4.674044,Visitors,BE,0.33,63
1736121630.322498,1736121639.097195,10.0.4.158,23112,54.205.175.194,443,tcp,295,885,31,74,8.774697,Security_Cameras,BE,0.33,254
1736121630.504892,1736121636.163805,10.0.1.203,55110,172.233.155.39,123,udp,309,618,4,6,5.658913,Trading,BE,0.33,127
1736121630.691802,1736121635.009727,10.0.4.108,43592,98.91.126.53,443,tcp,22361,67083,29,69,4.317925,Security_Cameras,BE,2.92,254
1736121630.767375,1736121633.735930,10.0.1.193,31933,45.33.53.84,123,udp,47,141,1,2,2.968555,Trading,BE,0.33,127
1736121630.775553,1736121635.341623,10.0.3.108,54744,17.248.228.19,443,udp,1200,3600,3,7,4.566070,Visitors,BE,0.33,63
1736121630.777375,1736121642.468806,10.0.1.99,12729,163.123.153.14,123,udp,960,1920,3,4,11.691431,Trading,BE,0.33,127
1736121630.800682,1736121639.810316,10.0.3.216,8595,32.184.80.170,443,tcp,188,376,1,1,9.009633,Visitors,BE,0.33,63
1736121631.277400,1736121645.400833,10.0.1.13,6011,69.89.207.199,123,udp,180,360,4,6,14.123433,Trading,BE,0.33,127
1736121631.243765,1736121633.476192,10.0.3.232,17283,146.75.31.6,443,udp,738,2214,8,19,2.232427,Visitors,BE,0.33,63
1736121632.689277,1736121642.901407,10.0.3.130,28427,34.110.159.9,443,udp,2040,6120,5,12,10.212130,Visitors,BE,0.33,63
1736121631.339832,1736121648.388807,10.0.2.180,54830,3.171.100.124,443,tcp,79,237,2,4,17.048976,Corporate,BE,0.33,127
1736121631.377118,1736121635.588972,10.0.1.96,31702,129.146.193.200,123,udp,47,141,1,2,4.211853,Trading,BE,0.33,127
1736121631.762759,1736121634.365054,10.0.2.50,2527,146.75.31.6,443,udp,3116,9348,5,12,2.602295,Corporate,BE,0.33,127
1736121631.711513,1736121634.149181,10.0.1.165,26951,45.33.53.84,123,udp,47,141,1,2,2.437668,Trading,BE,0.33,127
1736121632.946982,1736121638.451170,10.0.4.224,26241,98.87.225.147,443,tcp,1190,3570,11,26,5.504187,Security_Cameras,BE,0.33,254
1736121632.565179,1736121641.430294,10.0.4.3,63743,54.147.255.253,443,tcp,34091,102273,133,319,8.865115,Security_Cameras,BE,1000.0,254
1736121632.147510,1736121636.955521,10.0.1.96,38268,216.250.115.174,123,udp,268,536,1,1,4.808011,Trading,BE,0.33,127
1736121632.187320,1736121638.332753,10.0.2.224,60767,18.160.46.98,443,tcp,172,344,40,64,6.145434,Corporate,BE,0.33,127
1736121635.902404,1736121639.589468,10.0.1.109,24692,45.33.53.84,123,udp,47,141,1,2,3.687065,Trading,BE,0.33,127
1736121632.491398,1736121639.034272,10.0.2.141,12869,70.106.232.3,443,tcp,12633,37899,10,24,6.542874,Corporate,BE,0.35,127
1736121633.531471,1736121646.011538,10.0.2.216,38921,146.75.31.6,443,udp,1149,3447,6,14,12.480067,Corporate,BE,0.5,127
1736121632.998015,1736121639.781518,10.0.3.179,20582,224.0.0.251,5353,udp,1143,3429,1,2,6.783503,Visitors,BE,0.33,63
1736121633.274026,1736121640.770982,10.0.4.187,6511,44.215.200.205,443,tcp,768,2304,8,19,7.496956,Security_Cameras,BE,0.33,254
1736121634.373158,1736121638.166004,10.0.3.166,7012,224.0.0.251,5353,udp,499,1497,5,12,3.792846,Visitors,BE,0.33,63
1736121633.834028,1736121660.505458,10.0.4.28,49028,52.86.162.167,443,tcp,7616,22848,3,7,26.671430,Security_Cameras,BE,0.33,254
1736121633.573161,1736121635.841021,10.0.2.97,27573,142.251.111.94,443,udp,6544,19632,3,7,2.267859,Corporate,BE,0.33,127
1736121633.769886,1736121639.228454,10.0.2.50,20752,146.75.31.6,443,udp,5873,17619,18,43,5.458568,Corporate,BE,0.33,127
1736121634.431520,1736121647.296080,10.0.2.94,46998,142.251.111.94,443,udp,468,1404,2,4,12.864560,Corporate,BE,0.38,127
1736121634.236582,1736121638.791099,10.0.4.130,43452,32.195.249.247,443,tcp,1130,3390,21,50,4.554516,Security_Cameras,BE,0.33,254
1736121634.639312,1736121639.554544,10.0.4.107,38096,32.195.249.247,443,tcp,1828,5484,13,31,4.915233,Security_Cameras,BE,0.33,254
1736121634.748291,1736121637.939662,10.0.3.7,37597,146.75.31.6,443,udp,8693,26079,37,88,3.191371,Visitors,BE,0.33,63
1736121634.564997,1736121640.015128,10.0.2.244,28556,3.171.85.106,443,tcp,1215,3645,5,12,5.450131,Corporate,BE,0.33,127
1736121635.348336,1736121638.187704,10.0.2.19,15605,147.81.172.199,30081,tcp,349,1047,9,21,2.839368,Corporate,BE,0.33,127
1736121635.549980,1736121637.126633,10.0.4.156,44608,100.50.0.164,443,tcp,187,561,22,52,1.576653,Security_Cameras,BE,0.33,254
1736121635.660578,1736121642.310187,10.0.3.135,61388,147.81.172.199,30081,tcp,130,390,16,38,6.649609,Visitors,BE,0.33,63
1736121635.669879,1736121653.834131,10.0.2.73,40320,224.0.0.251,5353,udp,1555,4665,7,16,18.164252,Corporate,BE,0.33,127
1736121635.772721,1736121649.733956,10.0.4.68,53242,52.23.5.204,443,tcp,4155,12465,33,79,13.961235,Security_Cameras,BE,0.33,254
1736121636.612351,1736121638.314654,10.0.3.190,2530,172.253.63.108,993,tcp,82,164,4,6,1.702303,Visitors,BE,0.33,63
1736121637.969368,1736121644.525866,10.0.2.126,65483,32.184.80.170,443,tcp,4342,8684,1,1,6.556497,Corporate,BE,0.33,127
1736121636.366250,1736121640.669103,10.0.4.224,27549,52.2.3.61,443,tcp,1949,5847,11,26,4.302854,Security_Cameras,BE,0.33,254
1736121636.189694,1736121641.728387,10.0.1.92,9564,172.233.155.39,123,udp,75,150,5,8,5.538693,Trading,BE,0.33,127
1736121636.566512,1736121647.467586,10.0.1.182,62097,23.186.168.132,123,udp,47,141,1,2,10.901073,Trading,BE,0.33,127
1736121637.341522,1736121639.550775,10.0.4.211,60324,32.194.78.238,443,tcp,1456,4368,16,38,2.209252,Security_Cameras,BE,0.33,254
1736121637.520960,1736121640.120572,10.0.1.227,40291,141.11.228.173,123,udp,47,141,1,2,2.599612,Trading,BE,0.33,127
1736121637.241132,1736121642.816061,10.0.3.252,7308,224.0.0.251,5353,udp,240,720,4,9,5.574929,Visitors,BE,0.33,63
1736121637.457886,1736121641.784931,10.0.3.191,6544,34.110.159.9,443,udp,185,555,5,12,4.327044,Visitors,BE,0.33,63
1736121639.025643,1736121644.396975,10.0.3.70,10127,146.75.31.6,443,udp,5374,16122,10,24,5.371332,Visitors,BE,0.33,63
1736121639.618625,1736121643.264839,10.0.1.4,58563,163.123.153.14,123,udp,215,430,12,19,3.646214,Trading,BE,0.33,127
1736121640.520880,1736121650.405211,10.0.2.163,23889,3.171.85.106,443,tcp,695,2085,6,14,9.884332,Corporate,BE,0.33,127
1736121638.621557,1736121643.936267,10.0.4.76,1743,52.23.5.204,443,tcp,32544,97632,41,98,5.314709,Security_Cameras,BE,1000.0,254
1736121640.243288,1736121643.381414,10.0.4.174,60783,98.95.178.97,443,tcp,2130,6390,19,45,3.138126,Security_Cameras,BE,1000.0,254
1736121639.457606,1736121646.092046,10.0.3.232,13264,146.75.31.6,443,udp,1101,3303,1,2,6.634440,Visitors,BE,0.33,63
1736121639.393138,1736121662.619442,10.0.4.68,31371,34.204.218.249,443,tcp,1690,5070,10,24,23.226304,Security_Cameras,BE,0.33,254
1736121641.321600,1736121644.982366,10.0.4.200,31512,54.205.175.194,443,tcp,272,816,11,26,3.660766,Security_Cameras,BE,0.33,254
1736121640.692139,1736121668.430017,10.0.3.157,49135,52.86.162.167,443,tcp,986,2958,17,40,27.737877,Visitors,BE,0.33,63
1736121640.974551,1736121649.852173,10.0.1.13,8727,23.186.168.130,123,udp,88,176,7,11,8.877622,Trading,BE,0.33,127
1736121641.109198,1736121643.156952,10.0.2.204,52923,3.171.100.125,443,tcp,1571,4713,10,24,2.047754,Corporate,BE,0.33,127
1736121644.196081,1736121647.502896,10.0.3.108,62184,146.75.31.6,443,udp,1807,5421,20,48,3.306815,Visitors,BE,0.33,63
1736121643.308586,1736121643.718681,10.0.1.227,38762,23.186.168.132,123,udp,47,141,1,2,0.410095,Trading,BE,0.33,127
1736121644.053351,1736121655.207782,10.0.2.95,41827,146.75.31.6,443,udp,4433,13299,12,28,11.154432,Corporate,BE,0.33,127
1736121642.656332,1736121650.714449,10.0.4.137,19141,52.207.222.50,123,udp,47,141,1,2,8.058117,Security_Cameras,BE,0.33,254
1736121644.641649,1736121647.089489,10.0.4.15,50663,44.209.49.184,443,tcp,1602,4806,12,28,2.447841,Security_Cameras,BE,0.33,254
1736121645.395983,1736121652.294200,10.0.1.161,45002,129.146.193.200,123,udp,47,141,1,2,6.898217,Trading,BE,0.33,127
1736121646.495401,1736121655.216668,10.0.2.153,23072,172.253.63.108,993,tcp,24,48,4,6,8.721267,Corporate,BE,0.33,127
1736121644.557052,1736121649.504411,10.0.3.179,12921,239.255.255.250,1900,udp,1996,5988,3,7,4.947359,Visitors,BE,0.33,63
1736121645.379205,1736121661.387423,10.0.3.252,25221,34.110.159.9,443,udp,980,2940,68,163,16.008218,Visitors,BE,0.33,63
1736121645.125179,1736121652.836001,10.0.4.70,34526,54.243.163.43,443,tcp,1564,4692,16,38,7.710822,Security_Cameras,BE,0.33,254
1736121647.765527,1736121651.194788,10.0.4.54,1672,224.0.0.251,5353,udp,863,2589,3,7,3.429261,Security_Cameras,BE,0.33,254
1736121646.461596,1736121652.760841,10.0.3.121,56477,17.253.20.45,123,udp,55,165,1,2,6.299245,Visitors,BE,0.33,63
1736121645.799049,1736121654.417068,10.0.1.23,31819,216.250.115.174,123,udp,865,1730,5,8,8.618019,Trading,BE,0.33,127
1736121647.213943,1736121683.479452,10.0.1.2,17280,129.146.193.200,123,udp,47,141,1,2,36.265509,Trading,BE,0.33,127
1736121649.745805,1736121659.942071,10.0.3.70,26149,172.253.63.108,993,tcp,937,1874,5,8,10.196266,Visitors,BE,0.33,63
1736121646.615597,1736121653.465221,10.0.2.203,1813,147.81.172.199,30081,tcp,40,120,5,12,6.849624,Corporate,BE,0.33,127
1736121647.372108,1736121650.259653,10.0.2.193,58549,224.0.0.251,5353,udp,365,1095,1,2,2.887545,Corporate,BE,0.33,127
1736121647.425701,1736121652.766660,10.0.1.13,20661,45.33.53.84,123,udp,47,141,1,2,5.340959,Trading,BE,0.33,127
1736121647.937839,1736121655.304352,10.0.1.26,17151,45.33.53.84,123,udp,47,141,1,2,7.366513,Trading,BE,0.33,127
1736121650.149813,1736121659.129217,10.0.4.215,17652,44.209.49.184,443,tcp,518,1554,15,36,8.979404,Security_Cameras,BE,0.33,254
1736121648.426920,1736121656.634946,10.0.1.88,48520,45.33.53.84,123,udp,47,141,1,2,8.208026,Trading,BE,0.33,127
1736121648.568842,1736121657.392270,10.0.1.237,64391,239.254.127.63,48000,udp,117,351,4,9,8.823428,Trading,BE,0.33,127
1736121648.984834,1736121650.143770,10.0.1.233,41662,1.1.1.1,0,icmp,112,336,1,2,1.158936,Trading,BE,0.33,127
1736121649.442983,1736121674.337124,10.0.1.57,29371,216.250.115.174,123,udp,443,886,7,11,24.894141,Trading,BE,0.33,127
1736121649.593561,1736121657.761085,10.0.1.209,36758,23.111.186.186,123,udp,47,141,1,2,8.167524,Trading,BE,0.33,127
1736121649.690087,1736121652.565824,10.0.1.4,6154,23.186.168.132,123,udp,47,141,1,2,2.875737,Trading,BE,0.33,127
1736121660.619612,1736121664.503876,10.0.1.87,29499,216.250.115.174,123,udp,1106,2212,7,11,3.884264,Trading,BE,0.33,127
1736121649.755805,1736121656.178022,10.0.3.179,22629,224.0.0.251,5353,udp,406,1218,8,19,6.422217,Visitors,BE,0.33,63
1736121650.183280,1736121661.677100,10.0.3.252,61406,64.233.180.95,443,udp,398,1194,7,16,11.493821,Visitors,BE,0.33,63
