flow_start,flow_end,src_ip,src_port,dst_ip,dst_port,protocol,orig_bytes,resp_bytes,orig_pkts,resp_pkts,duration,subnet,qos_class,qos_delay_ms,ttl
1736121619.180522,1736121625.109709,10.0.3.68,15513,103.133.36.2,56050,tcp,1104,3312,2,4,5.929188,Development,BE,0.33,127
1736121619.754874,1736121622.004729,10.0.3.183,45804,108.18.98.104,51620,udp,22304,66912,27,64,2.249854,Development,BE,0.33,127
1736121621.705582,1736121626.485446,10.0.5.212,48816,3.171.100.124,443,tcp,1567,4701,8,19,4.779864,Guest_WiFi,BE,0.33,63
1736121619.520425,1736121627.581276,10.0.2.111,47228,224.0.0.251,5353,udp,1337,4011,3,7,8.060851,Workstations,BE,0.33,127
1736121619.661022,1736121622.517057,10.0.2.177,13018,32.184.80.170,443,tcp,1185,2370,6,9,2.856035,Workstations,BE,0.33,127
1736121620.008759,1736121630.523405,10.0.2.34,51252,146.75.31.6,443,udp,2231,6693,28,67,10.514646,Workstations,BE,0.33,127
1736121620.785593,1736121624.087143,10.0.3.78,60472,178.156.152.106,3478,udp,231,693,6,14,3.301550,Development,BE,0.33,127
1736121620.904381,1736121623.720637,10.0.4.135,53127,54.205.175.194,443,tcp,948,2844,13,31,2.816256,IoT_Sensors,BE,0.33,254
1736121621.262316,1736121624.005434,10.0.2.199,10493,147.81.176.236,443,tcp,30045,90135,134,321,2.743118,Workstations,BE,34.31,127
1736121625.293861,1736121637.150403,10.0.1.217,27142,98.95.178.97,443,tcp,1775,5325,24,57,11.856542,Servers,BE,0.33,63
1736121620.873935,1736121622.615118,10.0.3.125,3738,68.183.90.120,3478,udp,314,942,2,4,1.741183,Development,BE,0.33,127
1736121621.007173,1736121636.791296,10.0.3.252,57712,14.248.82.58,60300,tcp,2279,4558,2,3,15.784123,Development,BE,0.33,127
1736121621.640374,1736121627.393892,10.0.4.31,4234,224.0.0.251,5353,udp,779,2337,6,14,5.753518,IoT_Sensors,BE,0.33,254
1736121621.090703,1736121633.069748,10.0.3.96,18688,178.156.152.91,80,tcp,229,687,1,2,11.979044,Development,BE,0.33,127
1736121621.103084,1736121626.064778,10.0.3.13,32055,178.156.152.91,3478,udp,154,462,3,7,4.961694,Development,BE,0.33,127
1736121621.738008,1736121626.348532,10.0.3.90,11675,103.133.36.2,59902,tcp,354,1062,3,7,4.610525,Development,BE,0.33,127
1736121623.883412,1736121628.281539,10.0.2.94,60256,34.110.159.9,443,udp,875,2625,5,12,4.398126,Workstations,BE,0.33,127
1736121623.587275,1736121627.195234,10.0.4.81,52523,54.205.175.194,443,tcp,1358,4074,10,24,3.607959,IoT_Sensors,BE,0.33,254
1736121624.831992,1736121628.881942,10.0.5.78,51079,3.171.85.84,443,tcp,2063,6189,54,129,4.049949,Guest_WiFi,BE,0.33,63
1736121621.926380,1736121626.151560,10.0.3.183,19734,108.18.98.104,41642,udp,1414,4242,1,2,4.225179,Development,BE,0.33,127
1736121623.861879,1736121648.731755,10.0.3.241,37395,108.18.98.104,51620,udp,407,1221,11,26,24.869875,Development,BE,0.33,127
1736121624.631864,1736121630.968444,10.0.4.16,35612,52.207.222.50,123,udp,47,141,1,2,6.336580,IoT_Sensors,BE,0.33,254
1736121625.452940,1736121631.357009,10.0.3.13,13243,14.248.82.58,60300,tcp,632,1264,5,8,5.904069,Development,BE,0.33,127
1736121624.049823,1736121627.768040,10.0.2.28,15731,32.184.80.170,443,tcp,1557,3114,5,8,3.718218,Workstations,BE,0.33,127
1736121624.451257,1736121638.770154,10.0.2.107,48213,146.75.31.6,443,udp,7927,23781,25,60,14.318897,Workstations,BE,0.33,127
1736121626.600609,1736121629.945751,10.0.2.101,4320,224.0.0.251,5353,udp,606,1818,3,7,3.345143,Workstations,BE,0.33,127
1736121627.843930,1736121634.042693,10.0.4.104,9557,100.50.0.164,443,tcp,628,1884,18,43,6.198763,IoT_Sensors,BE,0.33,254
1736121627.865310,1736121665.801301,10.0.5.55,44106,146.75.31.6,443,udp,1126,3378,8,19,37.935991,Guest_WiFi,BE,0.33,63
1736121630.488963,1736121633.553874,10.0.1.91,62264,100.50.0.164,443,tcp,968,2904,13,31,3.064911,Servers,BE,0.33,63
1736121628.039801,1736121635.263959,10.0.3.174,59093,178.156.152.106,80,tcp,498,1494,6,14,7.224159,Development,BE,0.33,127
1736121627.560464,1736121629.320715,10.0.2.153,42925,34.110.159.9,443,udp,3135,9405,98,235,1.760251,Workstations,BE,0.33,127
1736121627.639766,1736121633.741838,10.0.2.200,36295,146.75.31.6,443,udp,4172,12516,10,24,6.102072,Workstations,BE,0.33,127
1736121628.050252,1736121636.865342,10.0.2.117,4188,146.75.31.6,443,udp,573,1719,4,9,8.815091,Workstations,BE,0.33,127
1736121627.931198,1736121630.550285,10.0.4.111,26086,52.1.6.39,443,tcp,2995,8985,4,9,2.619087,IoT_Sensors,BE,0.33,254
1736121629.405414,1736121650.828107,10.0.5.254,14759,146.75.31.6,443,udp,11629,34887,6,14,21.422693,Guest_WiFi,BE,0.33,63
1736121628.467429,1736121633.752128,10.0.4.128,25246,100.52.125.206,443,tcp,1166,3498,13,31,5.284699,IoT_Sensors,BE,0.33,254
1736121629.591886,1736121660.047484,10.0.3.168,32746,108.18.98.104,41641,udp,2188,6564,3,7,30.455598,Development,BE,0.33,127
1736121628.180934,1736121628.754194,10.0.2.18,34096,17.248.228.27,443,tcp,1900,5700,3,7,0.573260,Workstations,BE,0.33,127
1736121628.305363,1736121637.296251,10.0.2.104,1317,17.248.230.66,443,udp,7021,21063,4,9,8.990888,Workstations,BE,0.33,127
1736121630.221641,1736121631.811428,10.0.2.231,27926,34.110.159.9,443,udp,781,2343,5,12,1.589787,Workstations,BE,0.33,127
1736121631.553071,1736121633.656400,10.0.4.223,38516,54.145.15.109,443,tcp,1146,3438,10,24,2.103329,IoT_Sensors,BE,0.33,254
1736121629.755372,1736121642.913640,10.0.5.141,17388,3.171.85.72,443,tcp,1096,3288,9,21,13.158268,Guest_WiFi,BE,0.33,63
1736121629.662143,1736121635.307190,10.0.3.94,43390,108.18.98.104,41641,udp,538,1614,1,2,5.645048,Development,BE,0.33,127
1736121629.703969,1736121631.828244,10.0.3.185,33234,68.183.90.120,3478,udp,99,297,3,7,2.124275,Development,BE,0.33,127
1736121631.121305,1736121636.283268,10.0.3.223,20481,108.18.98.104,51537,tcp,92640,277920,3,7,5.161963,Development,BE,0.33,127
1736121631.882279,1736121636.286561,10.0.5.216,20878,3.171.85.106,443,tcp,893,2679,7,16,4.404283,Guest_WiFi,BE,0.33,63
1736121633.085935,1736121642.872707,10.0.2.110,16664,224.0.0.251,5353,udp,152,456,1,2,9.786772,Workstations,BE,0.33,127
1736121631.827973,1736121635.087904,10.0.1.177,3890,54.145.15.109,443,tcp,1172,3516,11,26,3.259930,Servers,BE,0.33,63
1736121634.332097,1736121636.969637,10.0.3.29,63824,103.133.36.2,34402,tcp,544,1632,2,4,2.637540,Development,BE,0.33,127
1736121632.394926,1736121635.286103,10.0.1.26,41093,224.0.0.251,5353,udp,665,1995,2,4,2.891177,Servers,BE,0.33,63
1736121632.029704,1736121638.696728,10.0.5.127,57397,17.253.20.45,123,udp,62,186,1,2,6.667024,Guest_WiFi,BE,0.33,63
1736121633.008632,1736121650.854087,10.0.5.75,33914,17.248.228.27,443,udp,216,648,34,81,17.845455,Guest_WiFi,BE,0.33,63
1736121632.516330,1736121644.724328,10.0.1.93,60380,98.91.126.53,443,tcp,22198,66594,58,139,12.207997,Servers,BE,2.83,63
1736121633.460236,1736121638.880372,10.0.1.252,20410,98.87.225.147,443,tcp,1765,5295,20,48,5.420136,Servers,BE,4.0,63
1736121634.139743,1736121646.429640,10.0.5.162,19993,224.0.0.251,5353,udp,1630,4890,2,4,12.289896,Guest_WiFi,BE,0.33,63
1736121633.392800,1736121634.679728,10.0.2.73,1382,224.0.0.251,5353,udp,4395,13185,2,4,1.286927,Workstations,BE,0.33,127
1736121633.559345,1736121636.226158,10.0.2.208,29189,224.0.0.251,5353,udp,2020,6060,3,7,2.666813,Workstations,BE,0.33,127
1736121633.742255,1736121635.480018,10.0.1.40,58512,100.50.0.164,443,tcp,2044,6132,13,31,1.737763,Servers,BE,0.33,63
1736121636.354933,1736121642.147756,10.0.2.25,3426,224.0.0.251,5353,udp,1192,3576,4,9,5.792823,Workstations,BE,0.33,127
1736121635.177794,1736121639.543787,10.0.1.46,18061,52.1.6.39,443,tcp,107,321,14,33,4.365993,Servers,BE,0.33,63
1736121635.559057,1736121641.506205,10.0.5.155,60983,3.171.85.84,443,tcp,2054,6162,14,33,5.947149,Guest_WiFi,BE,0.33,63
1736121638.878081,1736121649.924252,10.0.4.171,28922,18.213.226.45,443,tcp,1714,5142,16,38,11.046171,IoT_Sensors,BE,0.33,254
1736121634.922651,1736121638.517051,10.0.3.44,32857,108.18.98.104,51620,udp,26630,79890,3,7,3.594400,Development,BE,0.33,127
1736121635.030228,1736121639.601726,10.0.3.183,25529,103.133.36.2,59902,tcp,590,1770,2,4,4.571498,Development,BE,0.33,127
1736121635.425189,1736121639.202972,10.0.3.103,49927,103.133.36.2,34402,tcp,336,1008,2,4,3.777783,Development,BE,0.33,127
1736121636.201276,1736121647.433615,10.0.1.28,31355,100.52.125.206,443,tcp,1178,3534,14,33,11.232339,Servers,BE,0.33,63
1736121635.849279,1736121649.545455,10.0.3.185,18415,108.18.98.104,51620,udp,3450,10350,12,28,13.696176,Development,BE,0.33,127
1736121637.008002,1736121654.077527,10.0.5.95,63277,146.75.31.6,443,udp,11688,35064,3,7,17.069525,Guest_WiFi,BE,0.33,63
1736121637.091888,1736121642.272731,10.0.3.241,9539,178.156.152.106,3478,udp,165,495,7,16,5.180843,Development,BE,0.33,127
1736121637.922606,1736121643.281121,10.0.2.105,24251,146.75.31.6,443,udp,801,2403,10,24,5.358515,Workstations,BE,0.33,127
1736121637.306159,1736121641.867227,10.0.5.254,27311,3.171.100.124,443,tcp,140,420,9,21,4.561068,Guest_WiFi,BE,0.33,63
1736121637.637510,1736121642.927128,10.0.3.65,60136,68.183.90.120,3478,udp,114,342,3,7,5.289618,Development,BE,0.33,127
1736121637.229690,1736121639.578156,10.0.1.178,63610,54.147.255.253,443,tcp,447246,1341738,16,38,2.348466,Servers,BE,1000.0,63
1736121639.173488,1736121686.459329,10.0.1.193,57789,52.207.222.50,123,udp,47,141,1,2,47.285842,Servers,BE,1000.0,63
1736121639.609323,1736121647.742157,10.0.5.216,29197,224.0.0.251,5353,udp,1404,4212,6,14,8.132834,Guest_WiFi,BE,0.33,63
1736121639.387798,1736121647.132421,10.0.3.213,10518,108.18.98.104,41642,udp,779,2337,3,7,7.744622,Development,BE,0.33,127
1736121638.015734,1736121641.233741,10.0.2.234,41939,146.75.31.6,443,udp,8566,25698,41,98,3.218007,Workstations,BE,0.33,127
1736121638.848141,1736121646.891153,10.0.2.127,11807,224.0.0.251,5353,udp,857,2571,2,4,8.043013,Workstations,BE,0.33,127
1736121638.203339,1736121648.567752,10.0.1.232,46167,100.50.0.164,443,tcp,1344,4032,13,31,10.364413,Servers,BE,0.33,63
1736121639.939234,1736121645.109799,10.0.1.150,63290,54.243.163.43,443,tcp,3423,10269,14,33,5.170565,Servers,BE,0.33,63
1736121639.086766,1736121664.413807,10.0.2.179,40468,172.253.63.108,993,tcp,386,772,3,4,25.327041,Workstations,BE,0.33,127
1736121639.096703,1736121647.872375,10.0.4.206,61272,52.86.162.167,443,tcp,7249,21747,30,72,8.775672,IoT_Sensors,BE,0.33,254
1736121641.474295,1736121642.486164,10.0.2.110,42945,224.0.0.251,5353,udp,2606,7818,3,7,1.011869,Workstations,BE,0.33,127
1736121640.130611,1736121675.200341,10.0.4.190,27511,44.215.200.205,443,tcp,3149,9447,10,24,35.069730,IoT_Sensors,BE,0.33,254
1736121639.444119,1736121649.245248,10.0.3.90,55560,103.133.36.2,48692,tcp,765,2295,3,7,9.801129,Development,BE,0.33,127
1736121639.537215,1736121643.794286,10.0.3.125,14817,14.248.82.58,60300,tcp,601,1202,3,4,4.257071,Development,BE,0.33,127
1736121639.641527,1736121644.853425,10.0.3.245,53509,103.133.36.2,42734,tcp,803,2409,2,4,5.211898,Development,BE,0.33,127
1736121640.097276,1736121645.838065,10.0.5.247,17302,172.253.63.108,993,tcp,657,1314,7,11,5.740789,Guest_WiFi,BE,0.33,63
1736121640.200675,1736121646.662820,10.0.3.4,35170,108.18.98.104,51620,udp,807,2421,1,2,6.462144,Development,BE,0.33,127
1736121641.471711,1736121651.029476,10.0.1.217,8069,224.0.0.251,5353,udp,682,2046,8,19,9.557765,Servers,BE,0.33,63
1736121640.572052,1736121652.635604,10.0.5.138,50991,34.110.159.9,443,udp,4974,14922,70,168,12.063552,Guest_WiFi,BE,0.33,63
1736121641.450522,1736121643.081079,10.0.4.111,13543,34.204.218.249,443,tcp,746,2238,9,21,1.630557,IoT_Sensors,BE,0.33,254
1736121642.684002,1736121674.939093,10.0.3.66,6810,108.18.98.104,51620,udp,3909,11727,5,12,32.255091,Development,BE,0.33,127
1736121641.126416,1736121647.156347,10.0.5.3,55870,172.253.63.108,993,tcp,50,100,1,1,6.029930,Guest_WiFi,BE,0.33,63
1736121641.415934,1736121643.213399,10.0.5.166,24590,224.0.0.251,5353,udp,41,123,2,4,1.797465,Guest_WiFi,BE,0.33,63
1736121641.885320,1736121644.168789,10.0.5.55,48773,34.110.159.9,443,udp,3269,9807,4,9,2.283469,Guest_WiFi,BE,0.33,63
1736121641.849512,1736121644.834680,10.0.4.116,21909,224.0.0.251,5353,udp,368,1104,2,4,2.985168,IoT_Sensors,BE,0.33,254
1736121641.992436,1736121644.599387,10.0.1.215,16422,44.209.49.184,443,tcp,550,1650,11,26,2.606951,Servers,BE,0.33,63
1736121642.835739,1736121646.466231,10.0.2.92,28256,32.184.80.170,443,tcp,42,84,5,8,3.630492,Workstations,BE,0.33,127
1736121641.921891,1736121644.276754,10.0.4.209,35231,224.0.0.251,5353,udp,439,1317,11,26,2.354863,IoT_Sensors,BE,0.33,254
1736121644.982109,1736121650.960064,10.0.5.254,13961,224.0.0.251,5353,udp,1322,3966,3,7,5.977956,Guest_WiFi,BE,0.33,63
1736121643.149271,1736121644.800552,10.0.4.199,49577,98.95.178.97,443,tcp,1753,5259,14,33,1.651281,IoT_Sensors,BE,0.33,254
1736121643.449899,1736121646.110741,10.0.1.197,33538,52.23.5.204,443,tcp,10461,31383,183,439,2.660842,Servers,BE,0.33,63
1736121643.112058,1736121645.339655,10.0.3.223,10981,239.255.255.250,1900,udp,231,693,1,2,2.227596,Development,BE,0.33,127
