flow_start,flow_end,src_ip,src_port,dst_ip,dst_port,protocol,orig_bytes,resp_bytes,orig_pkts,resp_pkts,duration,subnet,qos_class,qos_delay_ms,ttl
1736121610.258164,1736121621.043953,10.0.3.99,60457,66.42.71.197,123,udp,47,141,1,2,10.785790,Lab,BE,0.33,63
1736121609.946664,1736121613.497128,10.0.1.87,10035,199.38.181.93,3478,udp,471,1413,85,204,3.550464,Engineering,BE,0.33,127
1736121610.431421,1736121620.828112,10.0.1.74,28107,108.18.98.104,51537,tcp,6527,19581,28,67,10.396692,Engineering,BE,0.33,127
1736121610.610549,1736121621.400491,10.0.2.99,53282,17.253.20.45,123,udp,37,111,1,2,10.789942,Office,BE,0.33,127
1736121611.117355,1736121619.064889,10.0.3.218,56576,45.33.53.84,123,udp,47,141,1,2,7.947533,Lab,BE,0.33,63
1736121610.650692,1736121616.764286,10.0.1.203,21025,239.255.255.250,1900,udp,231,693,1,2,6.113594,Engineering,BE,0.33,127
1736121612.367291,1736121620.235497,10.0.2.236,20058,224.0.0.251,5353,udp,1095,3285,7,16,7.868206,Office,BE,0.33,127
1736121610.781138,1736121623.421659,10.0.1.112,55695,108.18.98.104,51430,udp,2244,6732,2,4,12.640521,Engineering,BE,0.33,127
1736121610.930600,1736121619.115146,10.0.1.160,52876,108.18.98.104,51620,udp,16076,48228,4,9,8.184546,Engineering,BE,0.33,127
1736121616.122034,1736121621.066520,10.0.1.74,5371,103.133.36.2,34402,tcp,533,1599,2,4,4.944486,Engineering,BE,0.33,127
1736121611.181460,1736121613.500355,10.0.3.47,31651,45.33.53.84,123,udp,47,141,1,2,2.318894,Lab,BE,0.33,63
1736121612.223737,1736121616.621739,10.0.3.218,35596,239.254.127.63,48000,udp,404,1212,3,7,4.398002,Lab,BE,0.33,63
1736121612.458450,1736121638.599606,10.0.3.218,53540,23.111.186.186,123,udp,47,141,1,2,26.141156,Lab,BE,0.33,63
1736121612.891558,1736121614.146530,10.0.2.91,54204,146.75.31.6,443,udp,430,1290,2,4,1.254972,Office,BE,0.33,127
1736121612.637617,1736121618.078983,10.0.3.30,17901,45.33.53.84,123,udp,47,141,1,2,5.441366,Lab,BE,0.33,63
1736121612.939765,1736121614.705310,10.0.3.99,16361,23.111.186.186,123,udp,47,141,1,2,1.765545,Lab,BE,0.33,63
1736121614.098286,1736121615.517133,10.0.2.210,54968,64.233.180.95,443,udp,1299,3897,1,2,1.418847,Office,BE,0.33,127
1736121614.579113,1736121621.638363,10.0.3.164,25385,216.250.115.174,123,udp,1009,2018,6,9,7.059250,Lab,BE,0.33,63
1736121614.299646,1736121619.479414,10.0.2.42,11006,224.0.0.251,5353,udp,3713,11139,6,14,5.179768,Office,BE,0.33,127
1736121614.615721,1736121615.767208,10.0.2.48,9151,146.75.31.6,443,udp,4951,14853,6,14,1.151486,Office,BE,0.33,127
1736121615.136478,1736121626.848812,10.0.3.171,3870,129.146.193.200,123,udp,47,141,1,2,11.712334,Lab,BE,0.33,63
1736121615.002786,1736121621.502195,10.0.2.42,64802,3.171.100.124,443,tcp,4304,12912,268,643,6.499409,Office,BE,0.39,127
1736121615.260672,1736121637.581573,10.0.2.99,60954,146.75.31.6,443,udp,27323,81969,26,62,22.320901,Office,BE,9.14,127
1736121615.855043,1736121623.789227,10.0.3.160,37006,23.186.168.132,123,udp,47,141,1,2,7.934185,Lab,BE,0.33,63
1736121615.776557,1736121619.544136,10.0.2.221,28211,224.0.0.251,5353,udp,723,2169,5,12,3.767579,Office,BE,11.65,127
1736121615.951553,1736121618.309229,10.0.3.194,9054,141.11.228.173,123,udp,47,141,1,2,2.357676,Lab,BE,0.33,63
1736121615.981679,1736121619.181900,10.0.3.186,59792,45.33.53.84,123,udp,47,141,1,2,3.200221,Lab,BE,0.33,63
1736121616.830144,1736121620.291451,10.0.3.99,7070,69.89.207.199,123,udp,1425,2850,2,3,3.461307,Lab,BE,0.33,63
1736121618.126355,1736121633.568241,10.0.1.54,36832,239.255.255.250,1900,udp,231,693,1,2,15.441886,Engineering,BE,0.33,127
1736121616.725328,1736121622.957715,10.0.2.11,36432,146.75.31.6,443,udp,3468,10404,7,16,6.232386,Office,BE,0.33,127
1736121617.214637,1736121622.084644,10.0.2.101,54839,147.81.176.236,443,tcp,108,324,186,446,4.870007,Office,BE,0.33,127
1736121617.301240,1736121620.630830,10.0.2.161,4525,172.253.63.108,993,tcp,4946,9892,17,27,3.329589,Office,BE,1000.0,127
1736121618.149331,1736121627.460990,10.0.3.19,51156,45.33.53.84,123,udp,47,141,1,2,9.311660,Lab,BE,0.33,63
1736121618.489446,1736121621.405097,10.0.2.241,3423,3.171.85.72,443,tcp,791,2373,12,28,2.915651,Office,BE,0.33,127
1736121618.525958,1736121621.795770,10.0.1.97,51211,199.38.181.93,3478,udp,2238,6714,28,67,3.269812,Engineering,BE,0.33,127
1736121618.192800,1736121622.937257,10.0.3.124,26301,216.250.115.174,123,udp,182,364,34,54,4.744458,Lab,BE,0.33,63
1736121619.831600,1736121640.945598,10.0.3.194,29420,163.123.153.14,123,udp,92,184,1,1,21.113998,Lab,BE,0.33,63
1736121619.865516,1736121639.747944,10.0.2.210,13915,146.75.31.6,443,udp,642,1926,1,2,19.882428,Office,BE,0.33,127
1736121619.142840,1736121623.601381,10.0.1.46,44000,178.156.152.91,3478,udp,129,387,4,9,4.458541,Engineering,BE,0.33,127
1736121619.881991,1736121622.177426,10.0.1.233,18631,108.18.98.104,41642,udp,5115,15345,11,26,2.295435,Engineering,BE,0.33,127
1736121622.096287,1736121630.590380,10.0.3.194,4099,45.33.53.84,123,udp,47,141,1,2,8.494093,Lab,BE,0.33,63
1736121620.175525,1736121630.170962,10.0.2.66,33979,147.81.176.236,443,tcp,378,1134,22,52,9.995437,Office,BE,0.33,127
1736121621.614428,1736121625.464877,10.0.1.36,13829,103.133.36.2,42208,tcp,1810,5430,3,7,3.850450,Engineering,BE,0.33,127
1736121620.440190,1736121624.087032,10.0.2.236,56263,32.184.80.170,443,tcp,975,1950,3,4,3.646842,Office,BE,0.33,127
1736121620.760516,1736121623.990329,10.0.2.66,39446,147.81.176.236,443,tcp,8554,25662,47,112,3.229813,Office,BE,0.33,127
1736121620.946856,1736121622.753898,10.0.2.228,6673,3.171.85.95,443,tcp,590,1770,16,38,1.807042,Office,BE,0.33,127
1736121621.161284,1736121639.848783,10.0.2.199,38517,147.81.172.199,30081,tcp,2754,8262,5,12,18.687498,Office,BE,0.35,127
1736121621.672661,1736121623.134246,10.0.2.156,24751,147.81.172.199,30081,tcp,40,120,5,12,1.461585,Office,BE,0.33,127
1736121621.764951,1736121628.062541,10.0.1.179,28395,108.18.98.104,51537,tcp,1946,5838,14,33,6.297590,Engineering,BE,0.33,127
1736121622.025835,1736121624.372053,10.0.2.99,20014,18.160.46.98,443,tcp,46,92,2,3,2.346218,Office,BE,0.33,127
1736121622.245580,1736121630.675322,10.0.1.169,30765,103.133.36.2,56050,tcp,739,2217,2,4,8.429741,Engineering,BE,0.33,127
1736121622.932987,1736121638.127688,10.0.2.147,15813,147.81.176.236,443,tcp,2241,6723,26,62,15.194701,Office,BE,0.33,127
1736121622.120862,1736121631.383953,10.0.3.171,13298,163.123.153.14,123,udp,70,140,31,49,9.263091,Lab,BE,0.33,63
1736121622.310851,1736121627.046549,10.0.3.186,45055,45.33.53.84,123,udp,47,141,1,2,4.735697,Lab,BE,0.33,63
1736121623.216694,1736121630.299842,10.0.1.236,4245,103.133.36.2,34402,tcp,808,2424,3,7,7.083148,Engineering,BE,0.33,127
1736121623.150113,1736121630.619187,10.0.3.232,27926,45.33.53.84,123,udp,47,141,1,2,7.469073,Lab,BE,0.33,63
1736121624.066481,1736121638.844139,10.0.2.227,5283,3.171.85.106,443,tcp,6355,19065,25,60,14.777658,Office,BE,0.33,127
1736121624.886279,1736121627.841019,10.0.3.88,57382,172.233.155.39,123,udp,1797,3594,6,9,2.954740,Lab,BE,0.33,63
1736121623.895219,1736121630.395120,10.0.1.199,48662,108.18.98.104,41641,udp,12268,36804,9,21,6.499901,Engineering,BE,0.33,127
1736121624.707116,1736121632.528636,10.0.1.199,28253,108.18.98.104,41641,udp,545,1635,1,2,7.821520,Engineering,BE,0.33,127
1736121624.466239,1736121628.904773,10.0.2.193,64885,224.0.0.251,5353,udp,2172,6516,6,14,4.438534,Office,BE,0.33,127
1736121626.918506,1736121631.000476,10.0.2.37,38092,34.110.159.9,443,udp,2038,6114,15,36,4.081970,Office,BE,0.33,127
1736121625.526761,1736121628.307995,10.0.1.4,1834,68.183.90.120,3478,udp,107,321,2,4,2.781234,Engineering,BE,0.33,127
1736121626.742550,1736121629.666666,10.0.3.106,62978,216.250.115.174,123,udp,330,660,7,11,2.924116,Lab,BE,0.33,63
1736121627.632887,1736121631.837472,10.0.1.96,48816,199.38.181.93,3478,udp,105,315,103,247,4.204585,Engineering,BE,0.33,127
1736121627.166326,1736121635.799567,10.0.3.58,43662,45.33.53.84,123,udp,47,141,1,2,8.633241,Lab,BE,0.33,63
1736121627.330236,1736121634.812071,10.0.2.56,46384,146.75.31.6,443,udp,1469,4407,21,50,7.481834,Office,BE,0.33,127
1736121628.380346,1736121635.092003,10.0.3.99,63997,45.33.53.84,123,udp,47,141,1,2,6.711658,Lab,BE,0.33,63
1736121627.933334,1736121633.105965,10.0.2.95,56771,142.251.111.94,443,udp,1633,4899,4,9,5.172631,Office,BE,0.33,127
1736121627.739584,1736121631.569081,10.0.1.219,56449,108.18.98.104,51620,udp,107821,323463,6,14,3.829497,Engineering,BE,0.33,127
1736121628.017515,1736121641.196939,10.0.1.75,37480,108.18.98.104,51620,udp,15785,47355,35,84,13.179424,Engineering,BE,0.33,127
1736121628.264728,1736121629.850992,10.0.2.228,22561,224.0.0.251,5353,udp,654,1962,3,7,1.586264,Office,BE,0.33,127
1736121628.226200,1736121630.985622,10.0.1.38,48630,108.18.98.104,51430,udp,6221,18663,5,12,2.759422,Engineering,BE,0.33,127
1736121628.413509,1736121637.590871,10.0.1.114,26542,103.133.36.2,42734,tcp,1860,5580,2,4,9.177362,Engineering,BE,0.33,127
1736121630.196764,1736121634.363993,10.0.2.241,13748,70.106.232.3,443,tcp,8749,26247,9,21,4.167229,Office,BE,0.33,127
1736121628.662215,1736121633.800312,10.0.3.125,45827,66.42.71.197,123,udp,47,141,1,2,5.138097,Lab,BE,0.33,63
1736121631.123230,1736121635.070250,10.0.1.131,17426,5.161.218.233,80,tcp,255,765,4,9,3.947020,Engineering,BE,0.33,127
1736121632.807473,1736121634.954586,10.0.3.19,35847,66.42.71.197,123,udp,47,141,1,2,2.147113,Lab,BE,0.33,63
1736121635.078015,1736121646.221786,10.0.2.237,19195,172.253.63.108,993,tcp,296,592,3,4,11.143771,Office,BE,0.33,127
1736121631.172462,1736121634.548225,10.0.1.77,32941,103.133.36.2,42208,tcp,1168,3504,3,7,3.375763,Engineering,BE,0.33,127
1736121631.560125,1736121637.914713,10.0.1.254,18615,147.81.172.199,54070,tcp,87770,263310,3,7,6.354589,Engineering,BE,0.33,127
1736121633.658422,1736121637.530068,10.0.1.32,35237,147.81.172.199,54082,tcp,1989,5967,1,2,3.871646,Engineering,BE,0.33,127
1736121635.958918,1736121640.347262,10.0.3.12,3980,239.254.127.63,48000,udp,193,579,4,9,4.388344,Lab,BE,0.33,63
1736121633.822490,1736121639.457151,10.0.1.167,27367,108.18.98.104,41642,udp,1104,3312,1,2,5.634661,Engineering,BE,0.33,127
1736121635.077574,1736121636.594396,10.0.1.254,60702,108.18.98.104,51430,udp,8946,26838,4,9,1.516821,Engineering,BE,0.33,127
1736121635.143151,1736121640.271101,10.0.1.206,56752,178.156.152.106,3478,udp,232,696,6,14,5.127950,Engineering,BE,0.33,127
1736121635.559856,1736121641.351996,10.0.2.177,37704,224.0.0.251,5353,udp,2170,6510,3,7,5.792140,Office,BE,0.33,127
1736121635.289469,1736121650.247966,10.0.1.156,29321,108.18.98.104,51620,udp,6382,19146,39,93,14.958497,Engineering,BE,0.33,127
1736121635.772176,1736121638.329649,10.0.1.136,12538,199.38.181.93,3478,udp,7390,22170,199,477,2.557472,Engineering,BE,0.33,127
1736121636.319140,1736121637.409843,10.0.2.227,24147,224.0.0.251,5353,udp,5679,17037,5,12,1.090703,Office,BE,0.33,127
1736121636.860576,1736121643.766309,10.0.1.156,36671,108.18.98.104,41642,udp,2173,6519,4,9,6.905733,Engineering,BE,0.33,127
1736121636.027918,1736121643.736758,10.0.3.218,33634,163.123.153.14,123,udp,90,180,4,6,7.708839,Lab,BE,0.33,63
1736121636.511095,1736121639.868077,10.0.3.124,53251,239.254.127.63,48000,udp,243,729,1,2,3.356982,Lab,BE,0.33,63
1736121636.527458,1736121642.037321,10.0.2.19,56057,224.0.0.251,5353,udp,432,1296,9,21,5.509863,Office,BE,0.33,127
1736121638.174952,1736121649.554061,10.0.3.232,25446,69.89.207.199,123,udp,1379,2758,12,19,11.379109,Lab,BE,0.33,63
1736121636.975189,1736121638.287899,10.0.2.222,53763,34.110.159.9,443,udp,2183,6549,2,4,1.312710,Office,BE,0.33,127
1736121638.737149,1736121650.389888,10.0.1.72,3982,103.133.36.2,56050,tcp,768,2304,3,7,11.652740,Engineering,BE,0.33,127
1736121637.239712,1736121640.466831,10.0.2.62,64405,34.110.159.9,443,udp,5016,15048,55,132,3.227119,Office,BE,0.33,127
1736121637.562805,1736121647.502769,10.0.2.113,36004,17.248.228.12,443,udp,1277,3831,1,2,9.939963,Office,BE,0.33,127
1736121638.093084,1736121651.251313,10.0.2.8,21593,3.171.85.95,443,tcp,1982,5946,27,64,13.158229,Office,BE,0.33,127
1736121639.709572,1736121641.343800,10.0.2.63,13195,224.0.0.251,5353,udp,363,1089,2,4,1.634228,Office,BE,0.33,127
1736121638.257405,1736121673.883081,10.0.3.218,55691,45.33.53.84,123,udp,47,141,1,2,35.625676,Lab,BE,0.33,63
1736121638.511152,1736121640.510647,10.0.3.30,11997,141.11.228.173,123,udp,47,141,1,2,1.999495,Lab,BE,0.33,63
1736121638.833059,1736121647.687551,10.0.3.232,34746,45.33.53.84,123,udp,47,141,1,2,8.854492,Lab,BE,0.33,63
1736121639.041211,1736121645.359120,10.0.1.5,17612,103.133.36.2,59902,tcp,1494,4482,2,4,6.317909,Engineering,BE,0.33,127
1736121640.525853,1736121648.228123,10.0.3.168,6710,45.33.53.84,123,udp,47,141,1,2,7.702270,Lab,BE,0.33,63
1736121639.880894,1736121643.621180,10.0.1.213,60853,14.248.82.58,60300,tcp,884,1768,2,3,3.740286,Engineering,BE,0.33,127
1736121640.047224,1736121641.132517,10.0.2.42,6312,3.171.100.124,443,tcp,131,393,10,24,1.085293,Office,BE,0.33,127
1736121640.243919,1736121649.616051,10.0.1.136,61679,108.18.98.104,51620,udp,634,1902,15,36,9.372133,Engineering,BE,0.33,127
1736121640.645710,1736121643.201809,10.0.2.241,46371,17.253.20.45,123,udp,46,138,1,2,2.556099,Office,BE,0.33,127
1736121641.377746,1736121644.001840,10.0.1.211,33270,199.38.181.93,3478,udp,4093,12279,1,2,2.624095,Engineering,BE,0.33,127
1736121640.846577,1736121645.854297,10.0.3.58,15513,163.123.153.14,123,udp,709,1418,3,4,5.007720,Lab,BE,0.33,63
1736121641.000770,1736121644.157835,10.0.2.101,63912,224.0.0.251,5353,udp,2813,8439,2,4,3.157065,Office,BE,0.33,127
1736121644.864633,1736121650.561556,10.0.3.168,49422,23.186.168.130,123,udp,321,642,8,12,5.696923,Lab,BE,0.33,63
1736121641.824524,1736121645.224891,10.0.2.62,4683,224.0.0.251,5353,udp,276,828,2,4,3.400368,Office,BE,0.33,127
1736121642.857664,1736121651.174866,10.0.1.217,21212,108.18.98.104,51620,udp,14951,44853,16,38,8.317202,Engineering,BE,0.33,127
1736121642.140974,1736121667.562161,10.0.2.128,12398,147.81.176.236,443,tcp,2017,6051,181,434,25.421186,Office,BE,0.33,127
1736121647.524002,1736121648.327090,10.0.2.32,11527,224.0.0.251,5353,udp,301,903,9,21,0.803088,Office,BE,0.33,127
1736121643.453057,1736121658.160666,10.0.1.45,12176,199.38.181.93,3478,udp,3892,11676,108,259,14.707610,Engineering,BE,0.33,127
1736121644.342364,1736121666.227159,10.0.1.217,2725,103.133.36.2,48692,tcp,2022,6066,3,7,21.884795,Engineering,BE,0.33,127
1736121644.790914,1736121647.519319,10.0.1.163,40550,108.18.98.104,41642,udp,8867,26601,8,19,2.728405,Engineering,BE,0.33,127
1736121644.827496,1736121652.185393,10.0.1.185,44210,239.255.255.250,1900,udp,231,693,1,2,7.357897,Engineering,BE,0.33,127
1736121645.084244,1736121651.708096,10.0.1.96,4774,108.18.98.104,41642,udp,14766,44298,19,45,6.623852,Engineering,BE,0.33,127
1736121645.481798,1736121650.023766,10.0.3.168,4983,23.150.40.242,123,udp,47,141,1,2,4.541968,Lab,BE,0.33,63
1736121646.896250,1736121653.234727,10.0.1.41,53863,103.133.36.2,42734,tcp,730,2190,3,7,6.338477,Engineering,BE,0.33,127
1736121645.754510,1736121659.645693,10.0.3.19,58505,129.146.193.200,123,udp,47,141,1,2,13.891183,Lab,BE,0.33,63
1736121645.825838,1736121652.955149,10.0.3.47,35241,23.186.168.132,123,udp,47,141,1,2,7.129311,Lab,BE,0.33,63
1736121645.984404,1736121653.596219,10.0.3.171,37211,23.111.186.186,123,udp,47,141,1,2,7.611815,Lab,BE,0.33,63
1736121646.577389,1736121649.189576,10.0.3.186,60368,172.104.28.175,123,udp,2298,4596,3,4,2.612188,Lab,BE,0.33,63
1736121646.662244,1736121650.097851,10.0.3.30,5028,45.33.53.84,123,udp,47,141,1,2,3.435607,Lab,BE,0.33,63
1736121647.176899,1736121654.221891,10.0.3.125,43132,163.123.153.14,123,udp,104,208,3,4,7.044991,Lab,BE,0.33,63
1736121647.213958,1736121649.137902,10.0.1.189,51739,103.133.36.2,34402,tcp,638,1914,2,4,1.923944,Engineering,BE,0.33,127
1736121649.438050,1736121653.526925,10.0.3.156,4701,163.123.153.14,123,udp,1090,2180,1,1,4.088875,Lab,BE,0.33,63
1736121647.384906,1736121651.526802,10.0.1.224,59966,178.156.152.91,3478,udp,119,357,2,4,4.141896,Engineering,BE,0.33,127
1736121649.979110,1736121664.062384,10.0.1.11,40946,14.248.82.58,60300,tcp,26,52,1,1,14.083274,Engineering,BE,0.33,127
1736121647.661148,1736121652.653260,10.0.2.63,56207,3.171.85.72,443,tcp,420,1260,13,31,4.992112,Office,BE,0.33,127
1736121649.267726,1736121656.218231,10.0.2.133,65220,147.81.176.236,443,tcp,17580,52740,6,14,6.950505,Office,BE,1.2,127
1736121651.247797,1736121653.041289,10.0.2.95,27594,146.75.31.6,443,udp,6672,20016,8,19,1.793492,Office,BE,0.33,127
1736121649.862811,1736121662.078602,10.0.3.160,47370,141.11.228.173,123,udp,47,141,1,2,12.215791,Lab,BE,0.33,63
1736121651.003326,1736121656.107373,10.0.3.166,52894,45.33.53.84,123,udp,47,141,1,2,5.104046,Lab,BE,0.33,63
1736121650.163604,1736121653.978447,10.0.1.235,5155,147.81.172.199,54050,tcp,20658,61974,45,108,3.814844,Engineering,BE,0.33,127
1736121651.287133,1736121652.861015,10.0.1.189,60998,147.81.172.199,53921,tcp,17627,52881,1,2,1.573882,Engineering,BE,0.33,127
1736121651.475765,1736121659.064841,10.0.3.99,51958,141.11.228.173,123,udp,47,141,1,2,7.589075,Lab,BE,0.33,63
1736121651.293557,1736121653.828594,10.0.2.32,30175,3.171.85.84,443,tcp,590,1770,11,26,2.535037,Office,BE,0.33,127
1736121651.817501,1736121657.372314,10.0.1.219,49559,199.38.181.93,443,tcp,9515,28545,20,48,5.554814,Engineering,BE,0.33,127
1736121652.078742,1736121664.424505,10.0.2.122,5975,224.0.0.251,5353,udp,1363,4089,3,7,12.345763,Office,BE,0.33,127
1736121652.605298,1736121658.569943,10.0.3.156,22428,45.33.53.84,123,udp,47,141,1,2,5.964645,Lab,BE,0.33,63
1736121651.871920,1736121665.492197,10.0.1.230,15456,103.133.36.2,59902,tcp,1273,3819,2,4,13.620277,Engineering,BE,0.33,127
1736121652.800476,1736121655.276784,10.0.1.96,3728,147.81.172.199,54082,tcp,529,1587,3,7,2.476309,Engineering,BE,0.33,127
1736121652.500627,1736121667.818774,10.0.2.151,12876,224.0.0.251,5353,udp,612,1836,12,28,15.318147,Office,BE,0.33,127
1736121652.715964,1736121656.070003,10.0.2.233,25506,224.0.0.251,5353,udp,1041,3123,2,4,3.354040,Office,BE,0.33,127
1736121653.351759,1736121657.241810,10.0.3.99,43854,216.250.115.174,123,udp,184,368,10,16,3.890050,Lab,BE,0.33,63
1736121653.393296,1736121658.704083,10.0.2.233,27362,17.248.228.27,443,udp,5892,17676,3,7,5.310786,Office,BE,0.33,127
1736121653.233498,1736121664.170419,10.0.1.42,40146,108.18.98.104,51620,udp,20239,60717,17,40,10.936921,Engineering,BE,0.33,127
1736121653.459484,1736121658.423986,10.0.1.4,37572,68.183.90.120,3478,udp,133,399,2,4,4.964502,Engineering,BE,0.33,127
1736121654.131337,1736121657.139938,10.0.3.197,43785,141.11.228.173,123,udp,47,141,1,2,3.008601,Lab,BE,0.33,63
1736121655.553874,1736121661.129499,10.0.2.45,48394,17.248.230.66,443,udp,4945,14835,2,4,5.575625,Office,BE,0.33,127
1736121653.576663,1736121663.907535,10.0.1.28,31191,108.18.98.104,51537,tcp,3894,11682,1,2,10.330871,Engineering,BE,0.33,127
1736121653.598980,1736121655.099200,10.0.1.54,18954,239.255.255.250,1900,udp,231,693,1,2,1.500220,Engineering,BE,0.33,127
1736121656.943843,1736121675.279373,10.0.1.190,37329,108.18.98.104,41641,udp,8266,24798,1,2,18.335529,Engineering,BE,0.33,127
